Time(s)	Mag	MagErr	Filter	System	Observatory/Telescope/Instrument	GalExtCorr	Source	Flag
32.78	16.88	0.15	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
105.03	16.64	0.19	Rc	USNO	Lulin/TAOS-A(0.5m)/CCD	n	Wang2008	no
70.98	16.84	0.19	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
79.28	17.01	0.19	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
92.88	16.66	0.05	Rc	USNO	Lulin/TAOS-D(0.5m)/CCD	n	Wang2008	no
87.48	16.95	0.19	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
95.78	16.74	0.15	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
104.09	16.7	0.14	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
121.09	16.59	0.06	Rc	USNO	Lulin/TAOS-D(0.5m)/CCD	n	Wang2008	no
112.29	16.63	0.13	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
120.59	16.6	0.13	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
128.79	16.42	0.12	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
136.99	16.41	0.11	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
149.4	16.52	0.06	Rc	USNO	Lulin/TAOS-D(0.5m)/CCD	n	Wang2008	no
145.3	16.51	0.09	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
187.95	16.55	0.18	Rc	USNO	Lulin/TAOS-A(0.5m)/CCD	n	Wang2008	no
153.6	16.67	0.12	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
161.8	16.53	0.12	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
177.7	16.68	0.07	Rc	USNO	Lulin/TAOS-D(0.5m)/CCD	n	Wang2008	no
170.0	16.5	0.12	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
178.3	16.86	0.2	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
186.5	16.59	0.14	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
194.7	16.48	0.13	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
206.01	16.68	0.08	Rc	USNO	Lulin/TAOS-D(0.5m)/CCD	n	Wang2008	no
202.91	16.67	0.14	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
211.11	16.65	0.12	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
219.41	16.88	0.17	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
227.61	16.57	0.15	Rc	USNO	Lulin/TAOS-B(0.5m)/CCD	n	Wang2008	no
10778.2	17.468	0.044	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
10890.5	17.51	0.054	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
10994.2	17.536	0.048	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
11097.8	17.607	0.052	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
11201.5	17.673	0.069	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
11313.8	17.649	0.057	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
11417.5	17.8	0.075	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
11529.8	17.785	0.069	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
11642.2	17.638	0.069	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
12038.6	17.537	0.093	Ic	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
12712.6	17.781	0.109	Ic	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
13351.9	18.296	0.083	V	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
13896.2	18.324	0.061	V	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
14790.2	18.154	0.03	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
15403.7	18.248	0.037	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
15922.1	18.239	0.025	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
16440.5	18.32	0.033	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
16967.5	18.383	0.028	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
17494.6	18.383	0.03	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
18271.2	18.413	0.027	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
19161.1	18.461	0.028	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
20016.5	18.506	0.037	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
22002.7	18.63	0.025	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
23221.0	18.681	0.027	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
24430.6	18.748	0.026	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
25657.4	18.797	0.033	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
27245.8	18.8	0.035	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
28973.8	18.928	0.027	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
30736.3	18.984	0.026	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
32473.0	19.028	0.038	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
202502.4	20.458	0.082	CR	Landolt	Hankasalmi/0.4m/SBIG-STL-1001E	n	Oksanen2008	no
44676.0	20.4	0.0	R	USNO	KPNO/Super-LOTIS(0.6m)/E2V-TE-CCD	n	6893	no
44936.0	19.2	0.0	V	USNO	KPNO/Super-LOTIS(0.6m)/E2V-TE-CCD	n	6893	no
17148.67	19.145	0.041	Rc	USNO	MDM/Tautenburg(1.34m)/AndoriKon-L-936	n	6918	no
17798.4	19.121	0.033	Rc	USNO	MDM/Tautenburg(1.34m)/AndoriKon-L-936	n	6918	no
18448.13	19.198	0.03	Rc	USNO	MDM/Tautenburg(1.34m)/AndoriKon-L-936	n	6918	no
19097.86	19.163	0.062	Rc	USNO	MDM/Tautenburg(1.34m)/AndoriKon-L-936	n	6918	no
23014.37	19.396	0.032	Rc	USNO	MDM/Tautenburg(1.34m)/AndoriKon-L-936	n	6918	no
23664.1	19.512	0.223	Rc	USNO	MDM/Tautenburg(1.34m)/AndoriKon-L-936	n	6918	no
275494.18	20.8	0.139	Rc	USNO	MDM/Tautenburg(1.34m)/AndoriKon-L-936	n	6918	no
